@RELATION Protein
@ATTRIBUTE Characters {o,A,B,C,D,E,F,G,H,I,J,a,b,c,d,e,f,g,h,i,j}
@DATA
o
o
o
o
D
o
b
C
o
o
A
A
o
o
o
o
D
o
o
B
C
J
F
A
o
o
f
B
a
d
D
B
a
a
B
o
F
f
b
a
E
a
b
o
B
o
E
I
A
f
E
F
o
b
b
A
o
A
A
a
o
C
d
o
b
e
G
A
c
i
a
F
d
j
C
g
i
I
I
H
c
d
D
C
a
o
o
B
a
i
A
B
d
A
A
G
a
o
o
D
o
c
o
o
o
e
B
o
e
j
g
B
G
C
o
o
o
c
B
B
a
c
b
o
E
b
o
B
o
a
o
a
o
a
o
C
A
A
o
a
A
A
A
o
b
E
o
a
o
b
o
B
o
o
C
o
o
o
a
o
A
b
o
C
c
B
o
o
o
o
o
c
A
B
o
o
B
a
A
A
A
o
o
o
B
B
J
a
