@RELATION Protein
@ATTRIBUTE Characters {o,A,B,C,D,E,F,G,H,I,J,a,b,c,d,e,f,g,h,i,j}
@DATA
C
d
D
d
A
b
c
o
o
o
a
o
D
a
B
a
a
C
E
o
a
c
c
A
B
a
b
F
o
c
H
o
a
c
o
d
o
e
a
A
B
b
b
o
B
o
C
C
o
f
c
D
o
A
a
D
B
b
o
o
A
c
C
C
A
c
I
C
g
j
j
B
g
g
F
i
d
I
I
G
g
i
D
H
o
B
A
c
e
j
E
B
e
A
I
o
d
o
o
B
o
d
o
o
o
h
B
e
g
i
g
D
C
G
d
g
J
A
F
o
o
b
e
c
H
b
o
C
o
b
A
b
o
o
B
B
a
D
o
a
A
A
A
a
g
B
o
B
C
c
C
B
C
o
C
o
A
d
a
B
o
o
a
o
o
A
o
o
a
o
o
b
o
C
o
b
o
B
A
o
C
o
o
c
A
b
B
A
