@RELATION Protein
@ATTRIBUTE Characters {o,A,B,C,D,E,F,G,H,I,J,a,b,c,d,e,f,g,h,i,j}
@DATA
o
o
a
b
C
a
a
B
b
A
D
B
o
o
o
o
A
A
o
o
A
B
b
H
A
a
d
A
o
b
F
E
a
A
a
c
A
a
o
o
E
o
b
C
A
o
C
D
o
g
B
F
o
E
a
C
C
b
o
B
o
c
E
a
e
d
A
A
g
j
i
I
d
i
a
f
g
J
H
J
a
i
D
F
o
o
C
D
b
j
C
G
e
E
o
E
c
a
B
E
o
A
o
a
D
i
B
d
g
i
i
C
F
D
o
o
o
d
B
B
b
a
h
o
H
c
o
C
o
a
A
b
o
c
o
D
o
C
o
o
A
A
o
A
c
D
B
o
o
b
B
o
o
o
C
o
A
A
o
o
o
b
o
o
a
A
o
o
o
o
a
e
C
o
o
a
C
c
o
o
b
A
o
o
B
o
D
o
